num,square,cube,sin
188,35344,6644672,-0.6845471059286885
189,35721,6751269,-0.6374239897486897
190,36100,6859000,-0.587785252292472
191,36481,6967871,-0.5358267949789958
192,36864,7077888,-0.48175367410171477
193,37249,7189057,-0.42577929156507244
194,37636,7301384,-0.3681245526846781
195,38025,7414875,-0.3090169943749462
196,38416,7529536,-0.24868988716485388
197,38809,7645373,-0.18738131458572405
198,39204,7762392,-0.125333233564304
199,39601,7880599,-0.06279051952931351
200,40000,8000000,1.2864981197413093E-15
201,40401,8120601,0.0627905195293143
202,40804,8242408,0.1253332335643048
203,41209,8365427,0.18738131458572485
204,41616,8489664,0.24868988716485466
205,42025,8615125,0.3090169943749486
206,42436,8741816,0.3681245526846788
207,42849,8869743,0.42577929156507316
208,43264,8998912,0.48175367410171543
209,43681,9129329,0.5358267949789964
210,44100,9261000,0.5877852522924741
211,44521,9393931,0.6374239897486904
212,44944,9528128,0.6845471059286891
213,45369,9663597,0.7289686274214117
214,45796,9800344,0.7705132427757891
215,46225,9938375,0.8090169943749481
216,46656,10077696,0.8443279255020155
217,47089,10218313,0.8763066800438638
218,47524,10360232,0.9048270524660196
219,47961,10503459,0.9297764858882513
220,48400,10648000,0.951056516295154
221,48841,10793861,0.9685831611286313
222,49284,10941048,0.9822872507286888
223,49729,11089567,0.9921147013144779
224,50176,11239424,0.9980267284282717
225,50625,11390625,1.0
226,51076,11543176,0.9980267284282716
227,51529,11697083,0.9921147013144778
228,51984,11852352,0.9822872507286886
229,52441,12008989,0.9685831611286307
230,52900,12167000,0.9510565162951532
231,53361,12326391,0.9297764858882511
232,53824,12487168,0.9048270524660194
233,54289,12649337,0.8763066800438636
234,54756,12812904,0.8443279255020143
235,55225,12977875,0.8090169943749467
236,55696,13144256,0.7705132427757887
237,56169,13312053,0.7289686274214111
238,56644,13481272,0.6845471059286886
239,57121,13651919,0.6374239897486885
240,57600,13824000,0.5877852522924721
241,58081,13997521,0.5358267949789959
242,58564,14172488,0.4817536741017149
243,59049,14348907,0.42577929156507255
244,59536,14526784,0.36812455268467653
245,60025,14706125,0.3090169943749463
246,60516,14886936,0.248689887164854
247,61009,15069223,0.18738131458572418
248,61504,15252992,0.12533323356430415
249,62001,15438249,0.06279051952931186
250,62500,15625000,-1.164033439826574E-15
251,63001,15813251,-0.06279051952931418
252,63504,16003008,-0.1253332335643047
253,64009,16194277,-0.1873813145857247
254,64516,16387064,-0.24868988716485624
255,65025,16581375,-0.3090169943749485
256,65536,16777216,-0.3681245526846787
257,66049,16974593,-0.42577929156507305
258,66564,17173512,-0.4817536741017153
259,67081,17373979,-0.5358267949789963
260,67600,17576000,-0.5877852522924726
261,68121,17779581,-0.6374239897486917
262,68644,17984728,-0.6845471059286903
263,69169,18191447,-0.7289686274214128
264,69696,18399744,-0.7705132427757901
265,70225,18609625,-0.8090169943749481
266,70756,18821096,-0.8443279255020155
267,71289,19034163,-0.8763066800438638
268,71824,19248832,-0.9048270524660196
269,72361,19465109,-0.9297764858882513
270,72900,19683000,-0.9510565162951534
271,73441,19902511,-0.9685831611286317
272,73984,20123648,-0.982287250728689
273,74529,20346417,-0.9921147013144781
274,75076,20570824,-0.9980267284282717
275,75625,20796875,-1.0
276,76176,21024576,-0.9980267284282716
277,76729,21253933,-0.9921147013144778
278,77284,21484952,-0.9822872507286887
279,77841,21717639,-0.9685831611286312
280,78400,21952000,-0.9510565162951538
281,78961,22188041,-0.9297764858882505
282,79524,22425768,-0.9048270524660186
283,80089,22665187,-0.8763066800438627
284,80656,22906304,-0.8443279255020143
285,81225,23149125,-0.8090169943749468
286,81796,23393656,-0.7705132427757888
287,82369,23639903,-0.7289686274214113
288,82944,23887872,-0.6845471059286887
289,83521,24137569,-0.63742398974869
290,84100,24389000,-0.5877852522924737
291,84681,24642171,-0.5358267949789945
292,85264,24897088,-0.48175367410171344
293,85849,25153757,-0.42577929156507105
294,86436,25412184,-0.36812455268467664
295,87025,25672375,-0.3090169943749464
296,87616,25934336,-0.2486898871648541
297,88209,26198073,-0.1873813145857243
298,88804,26463592,-0.12533323356430426
299,89401,26730899,-0.06279051952931375
300,90000,27000000,-7.347880794884119E-16
301,90601,27270901,0.06279051952931583
302,91204,27543608,0.12533323356430634
303,91809,27818127,0.18738131458572635
304,92416,28094464,0.24868988716485613
305,93025,28372625,0.3090169943749484
306,93636,28652616,0.3681245526846786
307,94249,28934443,0.42577929156507294
308,94864,29218112,0.4817536741017152
309,95481,29503629,0.5358267949789963
310,96100,29791000,0.5877852522924725
311,96721,30080231,0.6374239897486916
312,97344,30371328,0.6845471059286902
313,97969,30664297,0.7289686274214127
314,98596,30959144,0.7705132427757901
315,99225,31255875,0.809016994374948
316,99856,31554496,0.8443279255020154
317,100489,31855013,0.8763066800438637
318,101124,32157432,0.9048270524660195
319,101761,32461759,0.9297764858882512
320,102400,32768000,0.9510565162951533
321,103041,33076161,0.9685831611286317
322,103684,33386248,0.982287250728689
323,104329,33698267,0.992114701314478
324,104976,34012224,0.9980267284282717
325,105625,34328125,1.0
326,106276,34645976,0.9980267284282716
327,106929,34965783,0.9921147013144778
328,107584,35287552,0.9822872507286887
329,108241,35611289,0.9685831611286312
330,108900,35937000,0.9510565162951528
331,109561,36264691,0.9297764858882506
332,110224,36594368,0.9048270524660187
333,110889,36926037,0.8763066800438628
334,111556,37259704,0.8443279255020144
335,112225,37595375,0.8090169943749469
336,112896,37933056,0.7705132427757888
337,113569,38272753,0.7289686274214113
338,114244,38614472,0.6845471059286887
339,114921,38958219,0.6374239897486901
340,115600,39304000,0.5877852522924709
341,116281,39651821,0.5358267949789947
342,116964,40001688,0.48175367410171355
343,117649,40353607,0.42577929156507116
344,118336,40707584,0.36812455268467675
345,119025,41063625,0.30901699437494656
346,119716,41421736,0.24868988716485424
347,120409,41781923,0.1873813145857244
348,121104,42144192,0.1253332335643044
349,121801,42508549,0.06279051952931387
350,122500,42875000,-2.6954609193973537E-15
351,123201,43243551,-0.0627905195293157
352,123904,43614208,-0.1253332335643062
353,124609,43986977,-0.1873813145857262
354,125316,44361864,-0.24868988716485602
355,126025,44738875,-0.3090169943749483
356,126736,45118016,-0.3681245526846785
357,127449,45499293,-0.4257792915650728
358,128164,45882712,-0.48175367410171516
359,128881,46268279,-0.5358267949789962
360,129600,46656000,-0.5877852522924752
361,130321,47045881,-0.6374239897486915
362,131044,47437928,-0.6845471059286901
363,131769,47832147,-0.7289686274214127
364,132496,48228544,-0.77051324277579
365,133225,48627125,-0.8090169943749479
366,133956,49027896,-0.8443279255020154
367,134689,49430863,-0.8763066800438637
368,135424,49836032,-0.9048270524660195
369,136161,50243409,-0.9297764858882512
370,136900,50653000,-0.9510565162951544
371,137641,51064811,-0.9685831611286317
372,138384,51478848,-0.982287250728689
373,139129,51895117,-0.992114701314478
374,139876,52313624,-0.9980267284282717
375,140625,52734375,-1.0
376,141376,53157376,-0.9980267284282716
377,142129,53582633,-0.9921147013144778
378,142884,54010152,-0.9822872507286887
379,143641,54439939,-0.9685831611286313
380,144400,54872000,-0.9510565162951528
381,145161,55306341,-0.9297764858882506
382,145924,55742968,-0.9048270524660187
383,146689,56181887,-0.8763066800438628
384,147456,56623104,-0.8443279255020144
385,148225,57066625,-0.8090169943749469
386,148996,57512456,-0.7705132427757889
387,149769,57960603,-0.7289686274214114
388,150544,58411072,-0.6845471059286888
389,151321,58863869,-0.6374239897486874
390,152100,59319000,-0.587785252292471
391,152881,59776471,-0.5358267949789948
392,153664,60236288,-0.4817536741017136
393,154449,60698457,-0.42577929156507127
394,155236,61162984,-0.36812455268467686
395,156025,61629875,-0.3090169943749467
396,156816,62099136,-0.24868988716485435
397,157609,62570773,-0.18738131458572455
398,158404,63044792,-0.1253332335643045
399,159201,63521199,-0.06279051952931045
400,160000,64000000,2.5729962394826186E-15
401,160801,64481201,0.06279051952931558
402,161604,64964808,0.1253332335643061
403,162409,65450827,0.1873813145857261
404,163216,65939264,0.2486898871648559
405,164025,66430125,0.3090169943749482
406,164836,66923416,0.36812455268467836
407,165649,67419143,0.4257792915650727
408,166464,67917312,0.48175367410171505
409,167281,68417929,0.5358267949789991
410,168100,68921000,0.5877852522924751
411,168921,69426531,0.6374239897486914
412,169744,69934528,0.6845471059286901
413,170569,70444997,0.7289686274214126
414,171396,70957944,0.7705132427757899
415,172225,71473375,0.8090169943749479
416,173056,71991296,0.8443279255020153
417,173889,72511713,0.8763066800438636
418,174724,73034632,0.9048270524660194
419,175561,73560059,0.9297764858882525
420,176400,74088000,0.9510565162951543
421,177241,74618461,0.9685831611286316
422,178084,75151448,0.982287250728689
423,178929,75686967,0.992114701314478
424,179776,76225024,0.9980267284282717
425,180625,76765625,1.0
426,181476,77308776,0.9980267284282716
427,182329,77854483,0.9921147013144779
428,183184,78402752,0.9822872507286887
429,184041,78953589,0.9685831611286304
430,184900,79507000,0.9510565162951528
431,185761,80062991,0.9297764858882506
432,186624,80621568,0.9048270524660188
433,187489,81182737,0.8763066800438629
434,188356,81746504,0.8443279255020145
435,189225,82312875,0.809016994374947
436,190096,82881856,0.770513242775789
437,190969,83453453,0.7289686274214116
438,191844,84027672,0.684547105928689
439,192721,84604519,0.6374239897486875
440,193600,85184000,0.5877852522924711
441,194481,85766121,0.5358267949789949
442,195364,86350888,0.4817536741017137
443,196249,86938307,0.4257792915650714
444,197136,87528384,0.368124552684677
445,198025,88121125,0.3090169943749468
446,198916,88716536,0.24868988716485446
447,199809,89314623,0.18738131458572466
448,200704,89915392,0.1253332335643011
449,201601,90518849,0.06279051952931057
450,202500,91125000,-2.450531559567883E-15
451,203401,91733851,-0.06279051952931547
452,204304,92345408,-0.12533323356430598
453,205209,92959677,-0.187381314585726
454,206116,93576664,-0.24868988716485577
455,207025,94196375,-0.30901699437494806
456,207936,94818816,-0.36812455268467825
457,208849,95443993,-0.4257792915650726
458,209764,96071912,-0.48175367410171804
459,210681,96702579,-0.535826794978999
460,211600,97336000,-0.5877852522924751
461,212521,97972181,-0.6374239897486913
462,213444,98611128,-0.68454710592869
463,214369,99252847,-0.7289686274214124
464,215296,99897344,-0.7705132427757898
465,216225,100544625,-0.8090169943749478
466,217156,101194696,-0.8443279255020152
467,218089,101847563,-0.8763066800438636
468,219024,102503232,-0.9048270524660209
469,219961,103161709,-0.9297764858882525
470,220900,103823000,-0.9510565162951543
471,221841,104487111,-0.9685831611286316
472,222784,105154048,-0.982287250728689
473,223729,105823817,-0.992114701314478
474,224676,106496424,-0.9980267284282717
475,225625,107171875,-1.0
476,226576,107850176,-0.9980267284282716
477,227529,108531333,-0.9921147013144779
478,228484,109215352,-0.982287250728688
479,229441,109902239,-0.9685831611286304
480,230400,110592000,-0.9510565162951529
481,231361,111284641,-0.9297764858882507
482,232324,111980168,-0.9048270524660188
483,233289,112678587,-0.8763066800438629
484,234256,113379904,-0.8443279255020145
485,235225,114084125,-0.8090169943749471
486,236196,114791256,-0.770513242775789
487,237169,115501303,-0.7289686274214116
488,238144,116214272,-0.6845471059286864
489,239121,116930169,-0.6374239897486876
490,240100,117649000,-0.5877852522924712
491,241081,118370771,-0.5358267949789949
492,242064,119095488,-0.4817536741017138
493,243049,119823157,-0.4257792915650715
494,244036,120553784,-0.3681245526846771
495,245025,121287375,-0.3090169943749469
496,246016,122023936,-0.2486898871648546
497,247009,122763473,-0.18738131458572477
498,248004,123505992,-0.12533323356430123
499,249001,124251499,-0.0627905195293107
500,250000,125000000,2.328066879653148E-15
501,251001,125751501,0.06279051952931534
502,252004,126506008,0.12533323356430584
503,253009,127263527,0.18738131458572585
504,254016,128024064,0.24868988716485566
505,255025,128787625,0.30901699437494795
506,256036,129554216,0.36812455268467814
507,257049,130323843,0.4257792915650725
508,258064,131096512,0.48175367410171793
509,259081,131872229,0.5358267949789989
510,260100,132651000,0.587785252292475
511,261121,133432831,0.6374239897486885
512,262144,134217728,0.6845471059286898
513,263169,135005697,0.7289686274214148
514,264196,135796744,0.7705132427757898
515,265225,136590875,0.8090169943749498
516,266256,137388096,0.8443279255020152
517,267289,138188413,0.8763066800438652
518,268324,138991832,0.9048270524660192
519,269361,139798359,0.9297764858882523
520,270400,140608000,0.9510565162951532
521,271441,141420761,0.9685831611286316
522,272484,142236648,0.9822872507286896
523,273529,143055667,0.992114701314478
524,274576,143877824,0.9980267284282719
525,275625,144703125,1.0
526,276676,145531576,0.9980267284282713
527,277729,146363183,0.9921147013144779
528,278784,147197952,0.9822872507286882
529,279841,148035889,0.9685831611286313
530,280900,148877000,0.9510565162951529
531,281961,149721291,0.929776485888252
532,283024,150568768,0.9048270524660189
533,284089,151419437,0.8763066800438613
534,285156,152273304,0.8443279255020146
535,286225,153130375,0.809016994374945
536,287296,153990656,0.7705132427757891
537,288369,154854153,0.7289686274214093
538,289444,155720872,0.6845471059286892
539,290521,156590819,0.6374239897486877
540,291600,157464000,0.5877852522924742
541,292681,158340421,0.535826794978995
542,293764,159220088,0.4817536741017108
543,294849,160103007,0.4257792915650716
544,295936,160989184,0.3681245526846739
545,297025,161878625,0.309016994374947
546,298116,162771336,0.24868988716485127
547,299209,163667323,0.1873813145857249
548,300304,164566592,0.12533323356430134
549,301401,165469149,0.06279051952931436
550,302500,166375000,-2.2056021997384123E-15
551,303601,167284151,-0.06279051952931168
552,304704,168196608,-0.12533323356430573
553,305809,169112377,-0.18738131458572924
554,306916,170031464,-0.24868988716485554
555,308025,170953875,-0.3090169943749512
556,309136,171879616,-0.36812455268467803
557,310249,172808693,-0.4257792915650756
558,311364,173741112,-0.4817536741017147
559,312481,174676879,-0.5358267949789988
560,313600,175616000,-0.587785252292472
561,314721,176558481,-0.6374239897486911
562,315844,177504328,-0.6845471059286923
563,316969,178453547,-0.7289686274214123
564,318096,179406144,-0.7705132427757919
565,319225,180362125,-0.8090169943749477
566,320356,181321496,-0.844327925502017
567,321489,182284263,-0.8763066800438635
568,322624,183250432,-0.9048270524660208
569,323761,184220009,-0.929776485888251
570,324900,185193000,-0.9510565162951542
571,326041,186169411,-0.9685831611286306
572,327184,187149248,-0.9822872507286889
573,328329,188132517,-0.9921147013144784
574,329476,189119224,-0.9980267284282716
575,330625,190109375,-1.0
576,331776,191102976,-0.9980267284282716
577,332929,192100033,-0.9921147013144774
578,334084,193100552,-0.9822872507286888
579,335241,194104539,-0.9685831611286305
580,336400,195112000,-0.951056516295154
581,337561,196122941,-0.9297764858882508
582,338724,197137368,-0.9048270524660175
583,339889,198155287,-0.8763066800438631
584,341056,199176704,-0.8443279255020129
585,342225,200201625,-0.8090169943749472
586,343396,201230056,-0.770513242775787
587,344569,202262003,-0.7289686274214118
588,345744,203297472,-0.6845471059286866
589,346921,204336469,-0.6374239897486905
590,348100,205379000,-0.5877852522924714
591,349281,206425071,-0.5358267949789921
592,350464,207474688,-0.48175367410171405
593,351649,208527857,-0.4257792915650685
594,352836,209584584,-0.3681245526846773
595,354025,210644875,-0.30901699437494373
596,355216,211708736,-0.24868988716485482
597,356409,212776173,-0.18738131458572152
598,357604,213847192,-0.125333233564305
599,358801,214921799,-0.06279051952931095
600,360000,216000000,-1.4695761589768238E-15
601,361201,217081801,0.0627905195293151
602,362404,218167208,0.12533323356430912
603,363609,219256227,0.18738131458572563
604,364816,220348864,0.24868988716485885
605,366025,221445125,0.30901699437494773
606,367236,222545016,0.3681245526846812
607,368449,223648543,0.42577929156507227
608,369664,224755712,0.4817536741017177
609,370881,225866529,0.5358267949789957
610,372100,226981000,0.5877852522924748
611,373321,228099131,0.6374239897486937
612,374544,229220928,0.6845471059286896
613,375769,230346397,0.7289686274214147
614,376996,231475544,0.7705132427757896
615,378225,232608375,0.8090169943749497
616,379456,233744896,0.8443279255020151
617,380689,234885113,0.8763066800438651
618,381924,236029032,0.9048270524660192
619,383161,237176659,0.9297764858882522
620,384400,238328000,0.9510565162951531
621,385641,239483061,0.9685831611286315
622,386884,240641848,0.9822872507286896
623,388129,241804367,0.992114701314478
624,389376,242970624,0.9980267284282718
625,390625,244140625,1.0
626,391876,245314376,0.9980267284282713
627,393129,246491883,0.9921147013144779
628,394384,247673152,0.9822872507286882
629,395641,248858189,0.9685831611286314
630,396900,250047000,0.951056516295153
631,398161,251239591,0.9297764858882495
632,399424,252435968,0.904827052466019
633,400689,253636137,0.8763066800438614
634,401956,254840104,0.8443279255020147
635,403225,256047875,0.8090169943749452
636,404496,257259456,0.7705132427757894
637,405769,258474853,0.7289686274214094
638,407044,259694072,0.6845471059286893
639,408321,260917119,0.6374239897486879
640,409600,262144000,0.5877852522924744
641,410881,263374721,0.5358267949789952
642,412164,264609288,0.48175367410171105
643,413449,265847707,0.4257792915650718
644,414736,267089984,0.36812455268467414
645,416025,268336125,0.30901699437494723
646,417316,269586136,0.2486898871648515
647,418609,270840023,0.18738131458572513
648,419904,272097792,0.1253332335643016
649,421201,273359449,0.06279051952931461
650,422500,274625000,-1.9606728399089416E-15
651,423801,275894451,-0.06279051952931852
652,425104,277167808,-0.12533323356430548
653,426409,278445077,-0.187381314585729
654,427716,279726264,-0.2486898871648553
655,429025,281011375,-0.30901699437495095
656,430336,282300416,-0.3681245526846778
657,431649,283593393,-0.4257792915650754
658,432964,284890312,-0.4817536741017145
659,434281,286191179,-0.5358267949789985
660,435600,287496000,-0.5877852522924776
661,436921,288804781,-0.637423989748691
662,438244,290117528,-0.6845471059286922
663,439569,291434247,-0.7289686274214121
664,440896,292754944,-0.7705132427757918
665,442225,294079625,-0.8090169943749475
666,443556,295408296,-0.8443279255020169
667,444889,296740963,-0.8763066800438634
668,446224,298077632,-0.9048270524660207
669,447561,299418309,-0.9297764858882509
670,448900,300763000,-0.9510565162951542
671,450241,302111711,-0.9685831611286324
672,451584,303464448,-0.9822872507286889
673,452929,304821217,-0.9921147013144784
674,454276,306182024,-0.9980267284282716
675,455625,307546875,-1.0
676,456976,308915776,-0.9980267284282716
677,458329,310288733,-0.9921147013144774
678,459684,311665752,-0.9822872507286888
679,461041,313046839,-0.9685831611286305
680,462400,314432000,-0.9510565162951519
681,463761,315821241,-0.9297764858882508
682,465124,317214568,-0.9048270524660175
683,466489,318611987,-0.8763066800438633
684,467856,320013504,-0.844327925502013
685,469225,321419125,-0.8090169943749473
686,470596,322828856,-0.7705132427757871
687,471969,324242703,-0.728968627421412
688,473344,325660672,-0.6845471059286868
689,474721,327082769,-0.6374239897486907
690,476100,328509000,-0.5877852522924716
691,477481,329939371,-0.5358267949789923
692,478864,331373888,-0.48175367410171427
693,480249,332812557,-0.4257792915650687
694,481636,334255384,-0.36812455268467753
695,483025,335702375,-0.30901699437494395
696,484416,337153536,-0.24868988716485507
697,485809,338608873,-0.18738131458572177
698,487204,340068392,-0.12533323356430523
699,488601,341532099,-0.06279051952931118
700,490000,343000000,5.3909218387947074E-15
701,491401,344472101,0.06279051952931486
702,492804,345948408,0.1253332335643089
703,494209,347428927,0.18738131458572538
704,495616,348913664,0.24868988716485863
705,497025,350402625,0.30901699437494745
706,498436,351895816,0.368124552684681
707,499849,353393243,0.42577929156507205
708,501264,354894912,0.4817536741017175
709,502681,356400829,0.5358267949790014
710,504100,357911000,0.5877852522924746
711,505521,359425431,0.6374239897486935
712,506944,360944128,0.6845471059286895
713,508369,362467097,0.7289686274214144
714,509796,363994344,0.7705132427757895
715,511225,365525875,0.8090169943749496
716,512656,367061696,0.8443279255020149
717,514089,368601813,0.8763066800438649
718,515524,370146232,0.9048270524660191
719,516961,371694959,0.9297764858882522
720,518400,373248000,0.9510565162951552
721,519841,374805361,0.9685831611286315
722,521284,376367048,0.9822872507286895
723,522729,377933067,0.9921147013144779
724,524176,379503424,0.9980267284282718
725,525625,381078125,1.0
726,527076,382657176,0.9980267284282713
727,528529,384240583,0.9921147013144779
728,529984,385828352,0.9822872507286882
729,531441,387420489,0.9685831611286297
730,532900,389017000,0.951056516295153
731,534361,390617891,0.9297764858882496
732,535824,392223168,0.9048270524660191
733,537289,393832837,0.8763066800438616
734,538756,395446904,0.8443279255020149
735,540225,397065375,0.8090169943749453
736,541696,398688256,0.7705132427757895
737,543169,400315553,0.7289686274214096
738,544644,401947272,0.6845471059286895
739,546121,403583419,0.6374239897486881
740,547600,405224000,0.5877852522924688
741,549081,406869021,0.5358267949789954
742,550564,408518488,0.48175367410171127
743,552049,410172407,0.42577929156507205
744,553536,411830784,0.36812455268467437
745,555025,413493625,0.30901699437494745
746,556516,415160936,0.24868988716485174
747,558009,416832723,0.18738131458572538
748,559504,418508992,0.12533323356430184
749,561001,420189749,0.06279051952930777
750,562500,421875000,-1.7157434800794711E-15
751,564001,423564751,-0.06279051952931827
752,565504,425259008,-0.12533323356430523
753,567009,426957777,-0.18738131458572876
754,568516,428661064,-0.24868988716485507
755,570025,430368875,-0.3090169943749507
756,571536,432081216,-0.3681245526846776
757,573049,433798093,-0.42577929156507516
758,574564,435519512,-0.48175367410171427
759,576081,437245479,-0.5358267949789983
760,577600,438976000,-0.5877852522924774
761,579121,440711081,-0.6374239897486907
762,580644,442450728,-0.684547105928692
763,582169,444194947,-0.728968627421412
764,583696,445943744,-0.7705132427757917
765,585225,447697125,-0.8090169943749473
766,586756,449455096,-0.8443279255020167
767,588289,451217663,-0.8763066800438633
768,589824,452984832,-0.9048270524660206
