num,square,cube,theta,sin(theta)
842,708964,596947688,5.290442028645212,-0.8375280400421415
278,77284,21484952,1.7467255153959251,0.9845643345292053
2832,8020224,1238437888,17.79398078993259,-0.8701837546695251
574,329476,189119224,3.606548366321083,-0.4483832160900325
2465,6076225,2092992737,15.488051782197681,0.21814324139654193
1401,1962801,-1545083095,8.802742615358602,0.5826904796685752
957,915849,876467493,6.013008338970864,-0.26690198932037584
2662,7086244,1683712344,16.72583928771206,-0.8509944817946918
307,94249,28934443,1.9289378893041331,0.9365498867481923
2932,8596624,-564502208,18.42229932065055,-0.41437558099328325
2274,5171076,-1125875064,14.28796338852638,0.988651744737914
2770,7672900,-220903480,17.404423300887455,-0.9921147013144778
1336,1784896,-1910346240,8.394335570391927,0.8575266561936523
1690,2856100,531841704,10.618583169133501,-0.9297764858882513
2641,6974881,1240791537,16.59389239626129,-0.7745030601987345
2956,8737936,59535040,18.573095768022856,-0.2729519355173265
411,168921,69426531,2.58238916125081,0.530511184306734
233,54289,12649337,1.4639821765728436,0.9943007903969989
2795,7812025,359773395,17.561502933566945,-0.9602936856769427
51,2601,132651,0.3204424506661589,0.3149865196553048
2685,7209225,-2118067355,16.87035254977719,-0.9177546256839818
2242,5026564,-1615345400,14.086901458696634,0.9987369566060176
1430,2044900,-1370760296,8.984954989266809,0.4257792915650723
2890,8352100,-1632234776,18.158405537749005,-0.63742398974869
843,710649,599077107,5.296725213952391,-0.8340784336131712
2142,4588164,1237912696,13.458582927978675,0.778462301567024
2635,6943225,1115528691,16.55619328441821,-0.7501110696304595
958,917764,879217912,6.019291524278044,-0.2608415062898968
2574,6625476,-125893960,16.172918980680254,-0.44838321609003123
1983,3932289,-792205505,12.45955646413712,-0.10661115427525909
1213,1471369,1784770597,7.621503777608838,0.9730985109821265
2422,5866084,1322753560,15.217874813988958,0.47070393216533285
2899,8404201,-1406025077,18.21495420551362,-0.5928568201610595
1901,3613801,-1720098891,11.944335268948395,-0.5826904796685753
1351,1825201,-1829120745,8.488583349999622,0.8053078857111213
246,60516,14886936,1.5456635855661782,0.9996841892832999
555,308025,170953875,3.4871678454846706,-0.3387379202452915
109,11881,1295029,0.6848671984825749,0.6325701619131244
372,138384,51478848,2.3373449342708064,0.7203090248879067
1283,1646089,2111932187,8.06132674911141,0.9785809043254718
2170,4708900,1628378408,13.634512116579703,0.8763066800438638
2898,8398404,-1431228984,18.20867102020644,-0.5979049830575188
602,362404,218167208,3.782477554922111,-0.5979049830575188
2548,6492304,-637478592,16.00955616269359,-0.29704158157703675
2220,4928400,-1943853888,13.948671381938683,0.9822872507286888
2344,5494336,-6178304,14.72778636002895,0.8305958991958127
2164,4682896,1543852352,13.596813004736626,0.8575266561936529
2964,8785296,269813568,18.623361250480293,-0.22427076094938203
1985,3940225,-768587967,12.47212283475148,-0.09410831331851427
2803,7856809,547799147,17.611768416024383,-0.9450630751798043
1204,1449616,1745337664,7.564955109844222,0.9585217890173758
839,703921,590589719,5.271592472723674,-0.8476779360850829
445,198025,88121125,2.796017461694916,0.3387379202452913
1055,1113025,1174241375,6.628760499074464,0.3387379202452918
142,20164,2863288,0.8922123136195013,0.7784623015670235
1010,1020100,1030301000,6.346017160251383,0.06279051952931367
2694,7257636,-1922765096,16.926901217541808,-0.9387338576538746
2629,6911641,990835005,16.51849417257513,-0.7246531301870457
2747,7546009,-745949757,17.259910038822323,-0.999822352380809
2241,5022081,-1630418367,14.080618273389454,0.9984015501089751
1246,1552516,1934434936,7.828848892745765,0.9996841892832999
1788,3196944,1421168576,11.234335329237101,-0.9716317329146738
1935,3744225,-1344859217,12.1579635693925,-0.39714789063478056
1449,2099601,-1252645447,9.10433551010322,0.3149865196553048
628,394384,247673152,3.9458403729087803,-0.7203090248879069
410,168100,68921000,2.5761059759436304,0.5358267949789967
2953,8720209,-19026599,18.55424621210132,-0.29103616682827194
1173,1375929,1613964717,7.370176365321655,0.8852313113324555
1662,2762244,295882232,10.442653980532473,-0.850994481794692
420,176400,74088000,2.6389378290154264,0.4817536741017152
1090,1188100,1295029000,6.848671984825749,0.5358267949789967
2884,8317456,-1782260672,18.12070642590593,-0.6660118674342501
965,931225,898632125,6.063273821428301,-0.21814324139654243
1884,3549456,-1902759488,11.837521118726341,-0.6660118674342512
1364,1860496,-1757250752,8.570264758992955,0.7542513807361042
73,5329,389017,0.4586725274241098,0.4427582310389015
2384,5683456,664457216,14.979113772316135,0.6660118674342513
12,144,1728,0.07539822368615504,0.07532680552793272
1398,1954404,-1562710504,8.783893059437062,0.5979049830575185
918,842724,773620632,5.76796411199086,-0.4927273415482917
2482,6160324,-1889945016,15.594865932419735,0.1128563848734806
2103,4422609,710812135,13.21353870099867,0.6029295416890248
2583,6671889,53620103,16.22946764844487,-0.4981851053394899
2653,7038409,1493029893,16.669290619947443,-0.8199521093254523
2437,5938969,1588365565,15.312122593596653,0.3855839922773957
1675,2805625,404454579,10.524335389525808,-0.8910065241883681
1513,2289169,-831454599,9.506459369762714,-0.08159061156815743
1031,1062961,1095912791,6.477964051702154,0.19354946805086032
2644,6990736,1303636800,16.612741952182827,-0.7862884321366188
1000,1000000,1000000000,6.283185307179586,-2.4492935982947064E-16
1258,1582564,1990865512,7.90424711643192,0.9987369566060175
1551,2405601,-563880145,9.74522041143554,-0.3149865196553058
2360,5569600,259354112,14.828317324943825,0.7705132427757887
1156,1336336,1544804416,7.263362215099602,0.8305958991958127
476,226576,107850176,2.990796206217483,0.15022558912075712
2957,8743849,85757717,18.57937895333004,-0.2669019893203738
624,389376,242970624,3.920707631680062,-0.7026499697988493
607,368449,223648543,3.813893481458009,-0.6227877804881127
833,693889,578009537,5.233893360880596,-0.8670707011644899
1433,2053489,-1352317559,9.003804545188348,0.40864907473634815
2000,4000000,-589934592,12.566370614359172,-4.898587196589413E-16
2260,5107600,-1341725888,14.199998794225866,0.9980267284282716
1676,2808976,412876480,10.530618574832987,-0.8938414241512638
142,20164,2863288,0.8922123136195013,0.7784623015670235
856,732736,627222016,5.378406622945726,-0.7862884321366188
1214,1473796,1789188344,7.627786962916018,0.9745268727865772
441,194481,85766121,2.7708847204661975,0.3622753667045458
1871,3500641,-2040235281,11.755839709733007,-0.7246531301870465
834,695556,580093704,5.240176546187775,-0.8639234171928354
307,94249,28934443,1.9289378893041331,0.9365498867481923
964,929296,895841344,6.056990636121122,-0.2242707609493807
1209,1461681,1767172329,7.59637103638012,0.967001487762435
1276,1628176,2077552576,8.017344451961153,0.986685944207868
1048,1098304,1151022592,6.584778201924207,0.2970415815770354
2046,4186116,-25141256,12.855397138489435,0.28501926246997716
2424,5875776,1357979136,15.230441184603318,0.45957986062148726
2778,7717284,-36221528,17.454688783344892,-0.9845643345292052
2597,6744409,335360989,16.317432242745387,-0.5724321255945913
1950,3802500,-1175059592,12.252211349000193,-0.3090169943749479
2301,5294601,-702024987,14.45760939182023,0.9490961449902944
1679,2819041,438202543,10.549468130754526,-0.9021339593682032
1436,2062096,-1333797440,9.022654101109886,0.3913736668372026
466,217156,101194696,2.927964353145687,0.2120071099220548
2063,4255969,190129455,12.962211288711487,0.3855839922773963
536,287296,153990656,3.3677873246482584,-0.2242707609493812
367,134689,49430863,2.305929007734908,0.7417417727387393
1361,1852321,-1773958415,8.551415203071418,0.7664930068093494
2629,6911641,990835005,16.51849417257513,-0.7246531301870457
841,707281,594823321,5.284158843338032,-0.8409445822981693
754,568516,428661064,4.737521721613408,-0.9996841892832999
344,118336,40707584,2.161415745669778,0.8305958991958127
873,762129,665338617,5.485220773167779,-0.7159364830218313
1789,3200521,1430764773,11.24061851454428,-0.9701265964901058
1910,3648100,-1622063592,12.000883936713011,-0.5358267949789958
397,157609,62570773,2.494424566950296,0.6029295416890246
2635,6943225,1115528691,16.55619328441821,-0.7501110696304595
2806,7873636,618586136,17.63061797194592,-0.938733857653874
1518,2304324,-797003464,9.537875296298612,-0.11285638487348139
425,180625,76765625,2.670353755551324,0.45399049973954686
1121,1256641,1408694561,7.043450729348317,0.6891138083873487
2810,7896100,713204520,17.655750713174637,-0.9297764858882518
898,806404,724150792,5.642300405847269,-0.5979049830575184
1051,1104601,1160935651,6.603627757845746,0.314986519655305
695,483025,335702375,4.366813788489813,-0.9408807689542255
440,193600,85184000,2.7646015351590183,0.36812455268467775
1151,1324801,1524845951,7.231946288563704,0.8126941644330941
729,531441,387420489,4.580442088933919,-0.9913076310695066
2352,5531904,126136320,14.778051842486388,0.8015669848708763
8,64,512,0.05026548245743669,0.050244318179769556
940,883600,830584000,5.906194188748811,-0.36812455268467786
1294,1674436,-2128247112,8.130441787490385,0.9620276715860858
835,697225,582182875,5.246459731494955,-0.8607420270039434
1458,2125764,-1195603384,9.160884177867837,0.2608415062898969
1224,1498176,1833767424,7.690618815987814,0.986685944207868
2084,4343056,460994112,13.094158180162259,0.5036232016357612
1804,3254416,1575999168,11.334866294151974,-0.9429905358928645
324,104976,34012224,2.035752039526186,0.8938414241512639
297,88209,26198073,1.8661060362323372,0.9567120515588305
42,1764,74088,0.26389378290154264,0.26084150628989694
1795,3222025,1488567579,11.278317626387357,-0.9602936856769432
731,534361,390617891,4.593008459548278,-0.9928826045698137
1866,3481956,-2092604696,11.724423783197109,-0.7459411454241819
1190,1416100,1685159000,7.476990515543708,0.9297764858882515
1386,1920996,-1632466840,8.708494835750907,0.6565857557529566
1034,1069156,1105507304,6.496813607623692,0.21200710992205443
1588,2521744,-290437824,9.977698267801184,-0.5251746299612964
1176,1382976,1626379776,7.389025921243194,0.8938414241512639
2552,6512704,-559448576,16.034688903922305,-0.3209436098072098
1808,3268864,1615138816,11.359999035380692,-0.934328942456612
1377,1896129,-1683997663,8.65194616798629,0.6981654189934728
757,573049,433798093,4.756371277534947,-0.9990329346781247
901,811801,731432701,5.661149961768808,-0.5826904796685758
2334,5447556,-170306184,14.664954506957155,0.8639234171928352
326,106276,34645976,2.048318410140545,0.8881364488135446
2506,6280036,-1442098968,15.745662379792044,-0.03769018266993513
2053,4214809,63068285,12.899379435639691,0.32688802965494257
28,784,21952,0.17592918860102844,0.17502305897527606
1931,3728761,-1389697101,12.132830828163781,-0.4200857284118064
2761,7623121,-427399399,17.34787463312284,-0.9976125063612252
1453,2111209,-1227380619,9.12946825133194,0.2910361668282716
1623,2634129,-19775929,10.197609753552468,-0.6981654189934723
690,476100,328509000,4.335397861953915,-0.9297764858882515
700,490000,343000000,4.39822971502571,-0.9510565162951535
2454,6022116,1893370776,15.418936743818705,0.2850192624699765
805,648025,521660125,5.057964172279568,-0.9408807689542253
43,1849,79507,0.2701769682087222,0.26690198932037557
47,2209,103823,0.29530970943744056,0.2910361668282718
2642,6980164,1261724104,16.600175581568468,-0.7784623015670239
243,59049,14348907,1.5268140296446395,0.9990329346781247
2868,8225424,2115679552,18.020175460991055,-0.7375131173581732
2289,5239521,-891638319,14.382211168134074,0.9701265964901058
1255,1575025,1976656375,7.885397560510381,0.9995065603657315
535,286225,153130375,3.3615041393410787,-0.2181432413965425
125,15625,1953125,0.7853981633974483,0.7071067811865475
157,24649,3869893,0.9864600932271951,0.8340784336131711
1272,1617984,2058075648,7.992211710732434,0.9904614256966512
767,588289,451217663,4.819203130606743,-0.9943007903969988
189,35721,6751269,1.1875220230569419,0.9274451533346614
358,128164,45882712,2.249380339970292,0.7784623015670235
2306,5317636,-622433272,14.489025318356127,0.9387338576538738
1321,1745041,-1989768135,8.300087790784234,0.9021339593682027
1768,3125824,1231489536,11.108671623093509,-0.9936113105200084
798,636804,508169592,5.01398187512931,-0.9548645447466431
2274,5171076,-1125875064,14.28796338852638,0.988651744737914
1440,2073600,-1308983296,9.047786842338605,0.368124552684678
2514,6320196,-1290896440,15.795927862249481,-0.08785119655074419
1266,1602756,2029089096,7.954512598889357,0.9949510169813001
845,714025,603351125,5.3092915845667505,-0.8270805742745618
638,407044,259694072,4.008672225980576,-0.7624425110114479
1068,1140624,1218186432,6.710441908067798,0.414375580993284
1143,1306449,1493271207,7.181680806106267,0.782390810576588
1971,3884841,-932912981,12.384158240450965,-0.18120576362713717
2592,6718464,234389504,16.286016316209487,-0.5463943467342682
2402,5769604,973686920,15.092211107845367,0.5775727034222673
2985,8910225,827217849,18.755308141931067,-0.09410831331851274
2269,5148361,-1203270779,14.256547461990483,0.9928826045698136
2989,8934121,934283893,18.780440883159784,-0.06906002571440578
2461,6056521,2020196293,15.462919040968963,0.24259923079540702
527,277729,146363183,3.311238656883642,-0.16883344471273384
839,703921,590589719,5.271592472723674,-0.8476779360850829
1466,2149156,-1144304600,9.211149660325274,0.21200710992205415
958,917764,879217912,6.019291524278044,-0.2608415062898968
1037,1075369,1115157653,6.515663163545232,0.23038942667659096
2292,5253264,-844420800,14.401060724055613,0.9653816388332737
914,835396,763551944,5.742831370762143,-0.514439533781506
2962,8773444,217137352,18.610794879865935,-0.23649899702372476
1592,2534464,-260100608,10.002831009029903,-0.5463943467342699
1237,1530169,1892819053,7.772300224981149,0.9966659280340299
139,19321,2685619,0.8733627576979626,0.7664930068093498
1603,2569609,-175884069,10.071946047408877,-0.6029295416890249
1156,1336336,1544804416,7.263362215099602,0.8305958991958127
2808,7884864,665861632,17.64318434256028,-0.9343289424566121
675,455625,307546875,4.241150082346221,-0.8910065241883678
2628,6906384,970107968,16.512210987267952,-0.7203090248879063
910,828100,753571000,5.717698629533424,-0.5358267949789963
196,38416,7529536,1.231504320207199,0.9429905358928644
695,483025,335702375,4.366813788489813,-0.9408807689542255
1857,3448449,2108802497,11.667875115432492,-0.7823908105765879
549,301401,165469149,3.4494687336415932,-0.3030352696327742
2495,6225025,-1648431809,15.676547341413068,0.03141075907812873
2936,8620096,-461201920,18.447432061879265,-0.3913736668372029
2454,6022116,1893370776,15.418936743818705,0.2850192624699765
2041,4165681,-87779671,12.823981211953535,0.25477072568338166
2679,7177041,2047423655,16.832653437934113,-0.9021339593682031
289,83521,24137569,1.8158405537749005,0.9701265964901058
1264,1597696,2019487744,7.941946228274998,0.9961336091431724
1960,3841600,-1060398592,12.31504320207199,-0.24868988716485388
2280,5198400,-1032549888,14.325662500369457,0.9822872507286886
536,287296,153990656,3.3677873246482584,-0.2242707609493812
2273,5166529,-1141381471,14.281680203219201,0.9895761186026508
2827,7991929,1118346803,17.76256486339669,-0.8852313113324555
2860,8179600,1918819520,17.969909978533618,-0.7705132427757888
1866,3481956,-2092604696,11.724423783197109,-0.7459411454241819
1115,1243225,1386195875,7.005751617505239,0.6613118653236519
2023,4092529,-310748425,12.710883876424303,0.14401078255225155
1203,1447209,1740992427,7.558671924537043,0.9567120515588305
402,161604,64964808,2.5258404934861938,0.5775727034222676
1782,3175524,1363816472,11.196636217394023,-0.979855052384247
2887,8334769,-1707325673,18.139555981827467,-0.6518337253008781
2349,5517801,76412661,14.759202286564848,0.8126941644330941
2854,8145316,1771895384,17.93221086669054,-0.7939903986478356
2063,4255969,190129455,12.962211288711487,0.3855839922773963
1325,1755625,-1968764171,8.325220532012953,0.8910065241883676
139,19321,2685619,0.8733627576979626,0.7664930068093498
1790,3204100,1440371704,11.24690169985146,-0.9685831611286312
625,390625,244140625,3.926990816987242,-0.7071067811865477
2872,8248384,-2080444928,18.045308202219772,-0.7203090248879072
1111,1234321,1371330631,6.9806188762765204,0.6422526531765843
1345,1809025,-1861828671,8.450884238156544,0.8270805742745619
892,795664,709732288,5.604601294004191,-0.6276913612907002
1019,1038361,1058089859,6.402565828015999,0.11909716009487005
1496,2238016,-946895360,9.39964521954066,0.02513009544333806
876,767376,672221376,5.504070329089318,-0.702649969798849
100,10000,1000000,0.6283185307179586,0.5877852522924731
1257,1580049,1986121593,7.897963931124741,0.9990329346781247
1737,3017169,945855257,10.913892878570943,-0.99666592803403
2829,8003241,1166332309,17.77513123401105,-0.8793163101905569
509,259081,131872229,3.1981413213544094,-0.056518534482024436
897,804609,721734273,5.636017220540089,-0.6029295416890247
2030,4120900,-224507592,12.75486617357456,0.18738131458572485
2420,5856400,1287586112,15.2053084433746,0.4817536741017149
2253,5076009,-1448653611,14.156016497075608,0.999822352380809
408,166464,67917312,2.563539605329271,0.5463943467342692
2446,5982916,1749310648,15.36867126136127,0.33281954452298573
56,3136,175616,0.35185837720205687,0.34464292317451706
1121,1256641,1408694561,7.043450729348317,0.6891138083873487
1399,1957201,-1556843097,8.790176244744242,0.5928568201610592
2853,8139609,1747467997,17.92592768138336,-0.7977944395385711
1850,3422500,2036657704,11.623892818282235,-0.8090169943749477
